title,authors,isbn
The Afghan Campaign,Steven Pressfield,038551641X
Tides of War,Steven Pressfield,0553381393
Last of the Amazons,Steven Pressfield,0553382047
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,0446691437
Gita on the Green,Stephen J. Rosen/Steven Pressfield,0826413013
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,0811701646
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,0140442758
Phaedrus,Plato/Robin Waterfield,0192802771
Phaedrus,Plato/C.J. Rowe,0140449744
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,0879756322
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,189031823X
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,0872207889
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,0801435307
Statesman,Plato/C.J. Rowe,0872204626
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,0140449043
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,0140449086
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,0140446389
The History (Great Minds),Herodotus/Henry Francis Cary,0879757779
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,0192824252
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,0140440348
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,0393959465
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,0375400613
The History,Herodotus/Peter Grene,0226327701
The Iliad,Homer/Robert Fagles/Bernard Knox,0140275363
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,0872203522
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,0374529051
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,0147712556
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,0140447946
The Iliad,Homer/W.H.D. Rouse,0451527372
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,0872205428
The Odyssey,Homer/Robert Fagles/Bernard Knox,0143039954
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,0374525749
The Odyssey,Homer/Richmond Lattimore,0060931957
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,0140449116
The Odyssey,Homer/W.H.D. Rouse,0451527364
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,086516584X
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,067499583X
City Eclogue,Ed Roberson,1891190237
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,0192837680
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,155832125X
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,0141000589
The Complete Works,William Shakespeare,0517092948
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,0521618746
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,1557831572
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,006251279X
The Valkyries,Paulo Coelho/Alan R. Clarke,0062513346
Warrior of the Light,Paulo Coelho,0060527986
The Zahir,Paulo Coelho/Margaret Jull Costa,0060832819
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,0061122092
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,0060930136
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,0061124265
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,0140714545
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,0764586033
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,0764585681
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,0879232153
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,0674991206
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,0872201686
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,0674991222
The Peloponnesian War,Thucydides/Steven Lattimore,0872203948
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,0393971678
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,0674991877
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,0929524357
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,0226307808
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,0226307840
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,0226307832
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,1590171802
Ten Plays,Euripides/Moses Hadas/John Maclean,0553213636
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,0226307824
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,0226307816
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,0140449299
Cyclops / Alcestis / Medea,Euripides/David Kovacs,0674995600
Medea,Euripides/Donald J. Mastronarde,0521643864
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,0140447261
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,0195125983
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,0413752801
The Trojan Women and Hippolytus,Euripides,0486424626
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,0393325830
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,0192832603
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,0674995333
Alcestis,Euripides/William Arrowsmith,0195061667
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,067499566X
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,0195145666
Euripides: Medea,William Allan,071563187X
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,0822004240
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,0674995740
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,0674996003
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,0715629948
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,0226307662
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,0226307786
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,0226307948
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,019513592X
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,0140443339
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,0872203905
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,0140441123
The Oresteia,Aeschylus/Ted Hughes,0374527059
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,081221627X
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,0226307646
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,0521539811
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,1400041929
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,0812216717
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,0486292428
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,1419150014
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,0226307867
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,0452011671
The Complete Plays,Sophocles/Paul Roche,0451527844
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,015602764X
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,0140444254
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,0872205851
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,0679431322
Electra and Other Plays,Sophocles/E.F. Watling,0140440283
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,0192835882
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,1580495931
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,0451621603
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,0521617359
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,1416500332
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,0452007178
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,0415907446
The Complete Plays,Aristophanes/Moses Hadas,0553213431
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,0812234561
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,0872203611
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,0140448144
Acharnians,Aristophanes/Jeffrey Henderson,1585100870
Clouds,Aristophanes/Kenneth James Dover,0199120099
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,0674995376
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,0140441522
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,0156027658
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,0674995961
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,0822007762
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,0198721595
Lysistrata,Aristophanes/Douglass Parker,0451616227
Peace,Aristophanes/S. Douglas Olson,0198140819
Lysistrata,Aristophanes/Sarah Ruden,0872206033
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,0140443320
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,0521774330
The Curious Incident of the Dog in the Night-Time,Mark Haddon,1400032717
The Night Gardener,George Pelecanos,0316156507
Twelfth Night,William Shakespeare,0743482778
Brokeback Mountain,Annie Proulx,0743271327
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,0142000280
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,1576751724
Formas breves,Ricardo Piglia,843392463X
El último lector,Ricardo Piglia,8433968777
Money to Burn,Ricardo Piglia/Amanda Hopkinson,1862076650
Respiración artificial,Ricardo Piglia,8433924710
Plata quemada,Ricardo Piglia,8433924621
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,0321317106
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,0321365208
El túnel,Ernesto Sabato,8432216429
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,1565480848
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,0679783199
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,1565481240
Augustine of Hippo: A Biography,Peter R.L. Brown,0520227573
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,0024021504
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,0872201864
Saint Augustine,Garry Wills,0143035983
Augustine: A Very Short Introduction,Henry Chadwick,0192854526
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,1565482018
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,0060934913
Confesiones de un chef,Anthony Bourdain,8466308954
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,0156001268
Metamorphoses,Ovid/David Raeburn/Denis Feeney,014044789X
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,0393058107
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,0806128941
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,0806114568
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,0814317324
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,0674992555
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,0520242602
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,0674990471
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,0674990463
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,0814326110
Tibullus: A Commentary,Michael C.J. Putnam,0806115602
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,069101597X
Antigone,Sophocles/Reginald Gibbons/Charles Segal,0195143108
Antigone,Sophocles/Reginald Gibbons/Charles Segal,0195143736
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,0130158852
The Iliad,Homer/Robert Fitzgerald,1857150600
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,0226301192
Reading Greek Tragedy,Simon Goldhill,0521315794
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,0521011760
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,0521479347
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,1585424838
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,0767907434
Them: Adventures with Extremists,Jon Ronson,0743233212
The Men Who Stare at Goats,Jon Ronson,0743270606
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,0393061310
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,0865475091
Into the Wild,Jon Krakauer,0385486804
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,0785268839
Wild Swans: Three Daughters of China,Jung Chang,0743246985
Wild Fire (John Corey  #4),Nelson DeMille,044657967X
Born to Be Wild,Catherine Coulter,0515142395
The Call of the Wild,Jack London/Avi,0439227143
Wild About Books,Judy Sierra/Marc Brown,037582538X
In Web Design for Libraries,Charles P. Rubenstein,1591583667
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,0805063897
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,0394417755
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,0140268685
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,0140137343
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,014025157X
Pride and Prejudice,Jane Austen,0192802380
Pride & Prejudice,Jane Austen/Vivien Jones,0143036238
Pride and Prejudice,Jane Austen/Carol Howard,1593083246
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,1400032806
Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,0375752676
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,0385494785
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,067978361X
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,0374292795
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,8427032226
The Avalanche Handbook,David McClung/Peter Schaerer,0898868092
Avalanche,Arthur J. Roth,0590422677
Little Women,Louisa May Alcott,0451529308
Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,1402714580
Little Women,Louisa May Alcott/Paula Danziger,0439101360
Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,0517221160
Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,1931082731
Little Women,Louisa May Alcott,1904633277
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,0743487605
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,1593081383
